id,Nombre,Biblioteca de figuras,ID de página,Contenido por,Grupo,Origen de línea,Destino de la línea,Flecha de origen,Flecha de destino,Área de texto 1,Área de texto 2,Área de texto 3,Área de texto 4,Área de texto 5,Área de texto 6,Área de texto 7,Área de texto 8,Área de texto 9,Área de texto 10,Área de texto 11,Área de texto 12,Área de texto 13,Área de texto 14,Área de texto 15,Área de texto 16,Área de texto 17,Área de texto 18,Área de texto 19,Área de texto 20,Área de texto 21,Área de texto 22,Área de texto 23,Área de texto 24,Área de texto 25,Área de texto 26,Área de texto 27,Área de texto 28,Área de texto 29,Área de texto 30,Área de texto 31,Área de texto 32,Área de texto 33,Área de texto 34,Área de texto 35,Área de texto 36,Área de texto 37,Área de texto 38,Área de texto 39,Área de texto 40,Área de texto 41,Área de texto 42,Área de texto 43
48,Entidad,Relación entre entidades,1,,,,,,,DetallePlanAcademia,detpaId,Se almacena el identificador del detalle de la plaeación de academia,Entero Autoincrementable Llave primaria,planAcaId,Se almacena la clave de plan de academia,Entero Llave foránea de ,unidadId,Se almacena la clave de la unidad que se va a evaluar,Entero Llave foránea de Unidades,actIntegradora,Se describe si será parte de la materia de Integradora y en que consiste,Texto de máximo 200 palabras,createDate,Se almacena la fecha de creación del registro,Fecha y hora,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Entidad,Relación entre entidades,1,,,,,,,InstrumDetPA,insDPAId,Se almacena el identificador de cada instrumento de evaluación,Entero Autoincrementable Llave primaria,instrumId,Se almacena la clave del instrumento que se va autilizar ocomo parte de la evaluación de la unidad,Entero Llave foránea de InstrumentosUnidad,porcentaje,Se almacena el porcentaje que se le asigna de acuerdo al porcnentaje de asignación de la unidad,Entero de máximo 2 cifras,detpaId,Se almacena el id del detalle pe plan de academia,EnteroLlave for´anea de DetalePlanAcademia,createDate,Se almacena la fecha de creación del registro,Fecha y hora,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Entidad,Relación entre entidades,1,,,,,,,EvalPlanAcademia,evalpaId,Se almacena el identificador de la evaluación de cada unidad,Entero Autoincrementable Llave primaria,detpaId,Se almacena la clave del detalle del plan de academia,Entero Llave foránea de ,tipoEval,Se almacena la clave del tipo de evaluación,Entero Llave foránea de TipoEvaluacion,porcentaje,"Se agrega el porcentaje que se le asigna a cada tipo de evaluación, ya sea segun el agente, finalidad y momento de la evaluación ",Entero de máximo 2 cifras,createDate,Se almacena la fecha de creación del registro,Fecha y hora,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Entidad,Relación entre entidades,1,,,,,,,TipoEvaluacion,tipoevId,Se almacena el identificador del tipo de evaluación,Entero Autoincrementable Llave primaria,detpaId,Se almacena la clave del detalle del plan de academia,Entero Llave foránea de ,tipoEval,Se almacena la clave del tipo de evaluación,Entero Llave foránea de TipoEvaluacion,porcentaje,"Se agrega el porcentaje que se le asigna a cada tipo de evaluación, ya sea segun el agente, finalidad y momento de la evaluación ",Entero de máximo 2 cifras,createDate,Se almacena la fecha de creación del registro,Fecha y hora,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Línea,,1,,,3,5,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Línea,,1,,,2,3,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Línea,,1,,,2,4,CFN ERD One Arrow,CFN ERD Many Arrow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Línea,,1,,,2,6,CFN ERD One Arrow,CFN ERD Many Arrow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Línea,,1,,,7,2,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Línea,,1,,,8,2,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Línea,,1,,,8,9,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Línea,,1,,,10,2,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Línea,,1,,,12,2,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Línea,,1,,,11,2,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Línea,,1,,,11,14,CFN ERD Many Arrow,CFN ERD One Arrow,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Línea,,1,,,13,11,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Línea,,1,,,15,11,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Línea,,1,,,13,16,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Línea,,1,,,11,17,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Línea,,1,,,17,18,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Línea,,1,,,19,18,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Línea,,1,,,20,10,CFN ERD One Arrow,CFN ERD Many Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Línea,,1,,,19,20,CFN ERD Many Arrow,CFN ERD One Arrow,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Línea,,1,,,12,19,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Línea,,1,,,11,21,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Línea,,1,,,22,20,CFN ERD Many Arrow,CFN ERD One Arrow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Línea,,1,,,19,24,CFN ERD One Or More Arrow,CFN ERD One Arrow,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Línea,,1,,,24,11,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Línea,,1,,,11,25,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Línea,,1,,,25,11,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Línea,,1,,,11,25,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Línea,,1,,,27,26,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Línea,,1,,,26,23,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Línea,,1,,,26,29,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Línea,,1,,,28,29,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Línea,,1,,,27,30,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Línea,,1,,,34,31,CFN ERD Many Arrow,CFN ERD Many Arrow,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Línea,,1,,,32,35,CFN ERD Many Arrow,CFN ERD Many Arrow,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Línea,,1,,,33,36,CFN ERD Many Arrow,CFN ERD Many Arrow,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,Línea,,1,,,30,34,CFN ERD One Arrow,CFN ERD Many Arrow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Línea,,1,,,30,35,CFN ERD One Arrow,CFN ERD Many Arrow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Línea,,1,,,30,36,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Línea,,1,,,30,37,CFN ERD One Arrow,CFN ERD Many Arrow,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Línea,,1,,,38,19,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Línea,,1,,,39,26,CFN ERD Many Arrow,CFN ERD Many Arrow,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Línea,,1,,,39,38,CFN ERD Many Arrow,CFN ERD One Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Línea,,1,,,26,22,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Línea,,1,,,26,40,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Línea,,1,,,41,40,CFN ERD Many Arrow,CFN ERD One Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Línea,,1,,,41,42,CFN ERD Many Arrow,CFN ERD Many Arrow,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Línea,,1,,,11,43,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Línea,,1,,,43,26,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Línea,,1,,,21,43,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Línea,,1,,,26,44,CFN ERD Many Arrow,CFN ERD Many Arrow,N,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Línea,,1,,,44,25,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Línea,,1,,,43,45,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Línea,,1,,,45,44,CFN ERD One Arrow,CFN ERD Many Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Línea,,1,,,44,46,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Línea,,1,,,47,30,CFN ERD One Arrow,CFN ERD One Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Línea,,1,,,44,48,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Línea,,1,,,44,47,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Línea,,1,,,49,31,CFN ERD Many Arrow,CFN ERD Many Arrow,N,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Línea,,1,,,48,30,CFN ERD One Arrow,CFN ERD Many Arrow,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Línea,,1,,,49,48,CFN ERD Many Arrow,CFN ERD One Arrow,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Línea,,1,,,48,50,CFN ERD One Arrow,CFN ERD Many Arrow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Línea,,1,,,50,51,CFN ERD One Arrow,CFN ERD One Arrow,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
